Unique_ID,Substitution,Library,Sublibrary,Plate,Well,fwd_HEG,fwd_RPG,fwd_GC,fwd_PID,fwd_aaPID,rev_HEG,rev_RPG,rev_GC,rev_PID,rev_aaPID
U_C1-A10_SL_1_0_G1,C1-A10,SL,1,0,G1,NA,NA,NA,NA,NA,0.27647001937325894,0.3133443907129538,64.8401826484,62.962962963,56.856187291
H_C4-A10_RX_2_1_G04,C4-A10,RX,2,1,G04,0.24975880918186474,0.304100546092015,62.0098039216,57.4172892209,47.5,0.2997267648697504,0.35858590125866724,62.5313283208,58.3054626533,45.0
U_C1-A10_SL_4_0_F11,C1-A10,SL,4,0,F11,0.35114213270326544,0.3946000267838403,67.4698795181,56.814159292,40.3458213256,0.30637918644390827,0.3495673471553105,68.9075630252,53.7015276146,44.2687747036
H_C4-A10_RX_1_2_C03,C4-A10,RX,1,2,C03,0.3092041442035974,0.35410746130742066,64.7550776583,62.091503268,54.1958041958,0.29191206586555674,0.31816092126489237,69.0710382514,56.9923371648,40.3669724771
H_C4-A10_RX_3_3_A04,C4-A10,RX,3,3,A04,0.16083125281646543,0.2134582283531733,65.7142857143,58.6206896552,45.7142857143,NA,NA,NA,NA,NA
H_C4-A10_RX_2_1_G08,C4-A10,RX,2,1,G08,0.286136548239916,0.32826561748886046,64.5314353499,57.9937304075,46.4788732394,0.3404645649351001,0.3771699122083501,70.1754385965,57.1574642127,41.6129032258
H_C4-A10_RX_1_3_A05,C4-A10,RX,1,3,A05,0.2629307321365006,0.31300744171826506,61.724137931,57.3280159521,47.6510067114,0.28543681499192824,0.34759030458411244,62.2222222222,55.9888579387,43.0722891566
U_C4-A10_SL_1_0_C5,C4-A10,SL,1,0,C5,0.3713011030673986,0.41595824351647337,66.6666666667,56.7107750473,42.8571428571,NA,NA,NA,NA,NA
H_C4-A10_RX_1_3_A02,C4-A10,RX,1,3,A02,0.2812625696468764,0.3292575679886666,61.724137931,54.5994065282,45.1505016722,0.23312083183302912,0.2937473648681374,58.2795698925,52.7039413382,39.755351682
H_C1-A10_RX_4_1_D03,C1-A10,RX,4,1,D03,0.3433532149391856,0.38048483533881744,69.9494949495,49.5815899582,38.4615384615,0.2892541986721456,0.3127348282550532,69.8581560284,57.9754601227,43.4343434343
H_C1-A10_RX_3_2_F04,C1-A10,RX,3,2,F04,0.3329067832212902,0.38823781199869467,65.5448717949,51.5394912985,40.0,0.2834020794299958,0.33168559133231423,65.2532391048,52.8245787909,40.0662251656
U_C1-A10_RX_1_0_A11,C1-A10,RX,1,0,A11,0.30613292971347233,0.3585719140446214,69.7080291971,58.1445523193,40.2777777778,0.2686033227112765,0.3306795466322367,65.0793650794,53.0256410256,44.6735395189
U_C1-A10_SL_2_0_H8,C1-A10,SL,2,0,H8,0.18157674387283831,0.2493145559665636,53.3546325879,51.9090909091,40.3125,0.25107119864432464,0.32825279427857884,57.6335877863,52.3655913978,41.28113879
H_C1-A10_RX_3_3_H07,C1-A10,RX,3,3,H07,0.3110223704537248,0.3496576362631011,67.5159235669,56.6073102156,47.0404984424,0.2732657024310176,0.33231455200136845,65.8940397351,55.2281368821,42.2360248447
U_C4-A10_SL_1_0_C4,C4-A10,SL,1,0,C4,0.361002530998075,0.41479470496798704,64.8888888889,57.1568627451,41.6129032258,0.3805864188719859,0.4290121708689823,66.3107947805,56.3862928349,39.7993311037
H_C4-A10_RX_1_1_F12,C4-A10,RX,1,1,F12,0.24250721038335474,0.2797759328889686,66.8903803132,58.0867850099,47.1571906355,0.2642416223083902,0.30998628717798854,67.316017316,55.7984790875,39.6284829721
U_C1-A10_SL_4_0_C11,C1-A10,SL,4,0,C11,0.3207257083702933,0.36113572159704654,67.194092827,54.3198529412,37.9204892966,0.33919312750748415,0.39414618254380157,67.2683513839,56.2173458725,37.3770491803
U_C1-A10_SL_2_0_H5,C1-A10,SL,2,0,H5,0.33045847641416437,0.3746638165502143,64.336372847,56.2774363477,39.3586005831,0.2452300888170985,0.30363172322731147,63.7529137529,57.2588832487,38.8349514563
U_C1-A10_SL_2_0_H6,C1-A10,SL,2,0,H6,0.19536079296832268,0.26068126022064203,53.4979423868,52.7385159011,45.6193353474,0.260997185905106,0.33712895669598747,57.9558652729,51.8048780488,39.5424836601
U_C1-A10_SL_2_0_H7,C1-A10,SL,2,0,H7,NA,NA,NA,NA,NA,0.31346128324525535,0.3693653951123241,63.0751964085,54.0437678402,31.7610062893
H_C4-A10_RX_3_3_F12,C4-A10,RX,3,3,F12,0.5083544476265897,0.545238465347524,69.3333333333,54.1474654378,36.862745098,0.4220495361099198,0.4579557596756449,68.4624017957,53.5447761194,42.2712933754
H_C1-A10_SL_4_3_H03,C1-A10,SL,4,3,H03,0.36546483432617155,0.4068283470999473,68.7363834423,60.5288932419,52.3961661342,0.2755674303900553,0.34238186951887123,63.4482758621,62.4742268041,58.8628762542
U_C4-A10_RX_2_0_C1,C4-A10,RX,2,0,C1,0.39634882044371217,0.43614455464204105,69.0476190476,55.4146341463,34.5637583893,0.4396273238842034,0.47915594263034733,70.0,55.8641975309,37.2239747634
U_C4-A10_SL_1_0_C7,C4-A10,SL,1,0,C7,0.3272866767781723,0.3831210129636728,64.8504273504,53.4946236559,34.5454545455,0.30723424572486135,0.3479959473412142,68.9696969697,52.9352226721,40.0696864111
U_C1-A10_SL_4_0_C10,C1-A10,SL,4,0,C10,0.3616842309366248,0.4001827168743797,68.4486373166,61.3055818354,51.3846153846,0.3084159126207125,0.37225683258897774,63.321385902,57.7202072539,48.2993197279
U_C1-A10_RX_1_0_B7,C1-A10,RX,1,0,B7,0.4439429133221035,0.49000925803543605,69.921875,55.0561797753,37.1647509579,0.22640916254087223,0.2582491351137105,68.6567164179,52.1966527197,38.6666666667
U_C4-A10_RX_4_0_B12,C4-A10,RX,4,0,B12,0.2657397396505084,0.31615447169745003,62.1505376344,57.1293673277,46.96485623,0.2929398966402992,0.35442984652046955,62.2685185185,56.1616161616,43.606557377
U_C1-A10_SL_4_0_D8,C1-A10,SL,4,0,D8,NA,NA,NA,NA,NA,0.24015995418123756,0.26482682305001426,69.0888119954,52.4131274131,36.1111111111
U_C4-A10_SL_4_0_C11,C4-A10,SL,4,0,C11,0.3866517965211622,0.430779311535856,65.9016393443,53.314659197,35.0,NA,NA,NA,NA,NA
H_C1-A10_SL_4_2_C03,C1-A10,SL,4,2,C03,NA,NA,NA,NA,NA,0.4484490302726903,0.5172157681568222,61.6393442623,68.8708036623,68.932038835
H_C4-A10_RX_3_3_B05,C4-A10,RX,3,3,B05,0.24990783407109407,0.30149843748776817,62.1383647799,58.407079646,48.7179487179,0.3004203795231873,0.3598580698710742,62.1164021164,56.1922365989,42.7710843373
U_C1-A10_SL_2_0_A5,C1-A10,SL,2,0,A5,0.19304965437362237,0.25819178128350995,53.2128514056,52.9310344828,45.7227138643,0.33223657761990577,0.37965865861566295,63.5338345865,54.8701298701,37.8947368421
U_C4-A10_SL_4_0_B9,C4-A10,SL,4,0,B9,0.2855994835244321,0.35151145451766974,59.7222222222,54.3378995434,44.3037974684,0.33269307178323815,0.3824216487673623,63.9269406393,52.626459144,37.6205787781
H_C1-A10_RX_2_1_E02,C1-A10,RX,2,1,E02,0.3250374271039331,0.37987518562559053,64.9462365591,54.67160037,42.9022082019,0.28001402686261273,0.3292859697178778,65.0684931507,53.5852713178,39.5498392283
U_C1-A10_SL_1_0_H3,C1-A10,SL,1,0,H3,0.34281720410480726,0.3854059733007031,67.1907756813,55.9926806953,39.9390243902,0.2808385896343085,0.3241442660111727,67.6733780761,54.1076487252,40.7523510972
U_C1-A10_SL_1_0_H2,C1-A10,SL,1,0,H2,0.3789818977599625,0.42425922360196977,66.8796592119,57.4528301887,46.439628483,0.35407530580749697,0.39295512435857044,67.270531401,59.6153846154,42.4137931034
U_C4-A10_SL_4_0_B5,C4-A10,SL,4,0,B5,0.35005877590740786,0.3845337875904172,68.0196801968,54.373024236,45.390070922,0.3892133792610619,0.43487576168518505,67.8888888889,54.7686496695,36.0
U_C4-A10_SL_4_0_B4,C4-A10,SL,4,0,B4,0.2101016434173625,0.25421110296475546,62.5272331155,56.4299424184,46.4968152866,0.41905498723115453,0.4450862389299017,70.8193041526,55.859375,36.7412140575
U_C4-A10_SL_4_0_B7,C4-A10,SL,4,0,B7,0.2828990096499941,0.32919294526891807,63.9697950378,59.043062201,46.4743589744,0.3373387543751959,0.37615870131162,69.0639269406,56.7030784508,40.3225806452
U_C4-A10_SL_4_0_B6,C4-A10,SL,4,0,B6,NA,NA,NA,NA,NA,0.3326677308599182,0.38622433313045057,65.5132641292,56.6362715299,36.393442623
U_C4-A10_SL_4_0_B1,C4-A10,SL,4,0,B1,0.3119737709265299,0.35138930100281723,68.0467091295,53.6607142857,38.036809816,NA,NA,NA,NA,NA
U_C4-A10_SL_4_0_B3,C4-A10,SL,4,0,B3,0.35224357763746406,0.4069015274967201,64.832793959,53.2786885246,35.0931677019,0.3329853399931111,0.38353855227449923,63.7087599545,52.5703200776,38.7820512821
U_C4-A10_SL_4_0_B2,C4-A10,SL,4,0,B2,0.40883452829615546,0.4452304274257802,66.1220043573,55.1305970149,35.736677116,0.3365742257378417,0.38771535323705625,63.5451505017,52.783109405,38.3647798742
U_C4-A10_SL_4_0_D12,C4-A10,SL,4,0,D12,NA,NA,NA,NA,NA,0.4417336045232217,0.5120903866374027,62.0567375887,68.2417582418,67.1328671329
U_C1-A10_RX_1_0_D11,C1-A10,RX,1,0,D11,0.37514756626000223,0.40760654041833533,69.427402863,55.1215277778,45.4005934718,0.40223275122771246,0.43189952853462155,71.5827338129,56.7226890756,40.404040404
U_C4-A10_RX_2_0_B7,C4-A10,RX,2,0,B7,NA,NA,NA,NA,NA,0.291212020198316,0.339773117021268,60.9903381643,56.2433297759,40.6896551724
U_C4-A10_SL_3_0_C12,C4-A10,SL,3,0,C12,0.33106189662234575,0.38730533842084347,65.2777777778,53.0888030888,34.9673202614,0.3116899875422621,0.35185843942696304,68.7338501292,53.8043478261,41.4814814815
U_C4-A10_SL_3_0_C11,C4-A10,SL,3,0,C11,0.3961593073957862,0.43001354186489,64.8459383754,55.0480769231,36.0995850622,0.2579491269747897,0.3128423747254918,64.2028985507,52.3751522533,30.1115241636
H_C4-A10_SL_2_1_F10,C4-A10,SL,2,1,F10,0.21903461745609185,0.29906925201028595,55.0776583035,50.202020202,41.0526315789,0.1938341121605489,0.27392572416265476,53.8194444444,53.2520325203,47.972972973
H_C4-A10_RX_2_3_F05,C4-A10,RX,2,3,F05,0.2880432561819905,0.32913435841334066,64.2528735632,58.0060422961,48.4949832776,NA,NA,NA,NA,NA
H_C4-A10_RX_4_1_E12,C4-A10,RX,4,1,E12,0.2572460695028242,0.30742558160049954,62.1111111111,56.4547206166,47.4025974026,0.3465386972269007,0.3984319093899363,63.1498470948,59.097127223,49.5535714286
U_C1-A10_RX_4_0_B11,C1-A10,RX,4,0,B11,0.2782420194229251,0.3719702255374061,56.9033530572,52.7379949452,45.7865168539,0.36061137391238396,0.445272985342396,61.0507246377,60.4377104377,48.4210526316
U_C1-A10_RX_4_0_B10,C1-A10,RX,4,0,B10,0.30587159405462777,0.37728249508192047,61.9918699187,55.625,46.8656716418,0.45908643578437963,0.48025496853246147,68.4523809524,57.6923076923,35.0
U_C1-A10_SL_3_0_D7,C1-A10,SL,3,0,D7,0.3023325415982264,0.3474181065100134,67.0138888889,55.2135054618,39.1304347826,0.33093602316391724,0.37003347039081785,68.8596491228,59.5419847328,51.2820512821
U_C1-A10_RX_3_0_F3,C1-A10,RX,3,0,F3,0.44311016198401765,0.4835578159009927,68.2692307692,52.8352835284,40.8805031447,0.4081812963997069,0.45605558582451666,68.1392235609,56.2853907135,40.4494382022
U_C4-A10_RX_2_0_B10,C4-A10,RX,2,0,B10,NA,NA,NA,NA,NA,0.22874720120594064,0.29485841237900495,59.7701149425,55.3083923155,44.406779661
U_C4-A10_RX_2_0_B11,C4-A10,RX,2,0,B11,NA,NA,NA,NA,NA,0.25048384870243884,0.31311791719898363,57.1600481348,53.0256410256,37.9310344828
U_C4-A10_RX_2_0_B12,C4-A10,RX,2,0,B12,0.33674080018738844,0.3823011546065727,63.2536973834,61.3333333333,51.8272425249,0.45948354387791107,0.4749413423761112,70.0729927007,58.0576307364,40.206185567
U_C1-A10_RX_3_0_F4,C1-A10,RX,3,0,F4,0.28881285738798806,0.3519709497987213,62.2863247863,51.9160583942,43.2601880878,0.2309267883034658,0.2680373923809109,66.6666666667,52.1459227468,40.0
H_C4-A10_RX_4_1_F03,C4-A10,RX,4,1,F03,0.27047226811549824,0.3251256637627312,61.8489583333,59.2635212888,47.7272727273,NA,NA,NA,NA,NA
U_C1-A10_SL_3_0_C9,C1-A10,SL,3,0,C9,0.3268621525828152,0.3719456200511194,67.0022371365,56.0665362035,39.8713826367,NA,NA,NA,NA,NA
H_C4-A10_RX_4_1_F05,C4-A10,RX,4,1,F05,0.2810129371047344,0.33169899047936896,62.1875,58.3486238532,47.256097561,NA,NA,NA,NA,NA
U_C1-A10_RX_4_0_D11,C1-A10,RX,4,0,D11,0.45682999142056707,0.4725687372319992,71.4576962283,55.2447552448,39.1691394659,0.4803366463241063,0.49010636685425407,72.7138643068,60.0775193798,43.0379746835
H_C4-A10_RX_4_1_F07,C4-A10,RX,4,1,F07,0.25581430299937413,0.3079207067778017,61.6279069767,58.5893060296,48.4962406015,NA,NA,NA,NA,NA
U_C4-A10_SL_4_0_D11,C4-A10,SL,4,0,D11,0.19786884970389962,0.26773351613835045,50.8547008547,53.3578656854,42.2712933754,0.26055763382227803,0.3376635686644892,59.2715231788,49.5905368517,38.6503067485
U_C1-A10_RX_1_0_A3,C1-A10,RX,1,0,A3,0.3445789123142479,0.38530374437329257,68.096809681,50.9090909091,37.6947040498,0.38563621002665055,0.4215169084806998,70.7434052758,60.7335490831,46.875
H_C4-A10_SL_1_3_B04,C4-A10,SL,1,3,B04,0.31400633265337335,0.35584801046178804,66.32996633,58.7412587413,42.904290429,0.3499815846805234,0.3954443857086108,65.6633221851,67.2233820459,58.5526315789
U_C1-A10_RX_1_0_A1,C1-A10,RX,1,0,A1,0.3266438162595484,0.3773733247246841,65.4485049834,55.2053486151,43.8311688312,0.3190890596862081,0.36985674817678843,64.8729446936,55.2429667519,44.3965517241
U_C1-A10_RX_4_0_D10,C1-A10,RX,4,0,D10,0.48551234672588717,0.5209965043882352,68.4486373166,51.6071428571,37.4613003096,0.4474330886229741,0.47985099359418915,73.0496453901,60.1246105919,50.5263157895
H_C4-A10_SL_1_3_B01,C4-A10,SL,1,3,B01,0.34665641160883676,0.38660545235878446,64.3757159221,58.7221095335,46.6216216216,0.3223145829418546,0.36807348103010373,63.4976525822,52.7040314651,37.5
U_C1-A10_RX_1_0_A6,C1-A10,RX,1,0,A6,NA,NA,NA,NA,NA,0.31230340087220443,0.3535303108593505,68.359375,55.6561085973,39.175257732
U_C4-A10_SL_3_0_D8,C4-A10,SL,3,0,D8,0.2916344394159978,0.3539452706894974,62.6213592233,56.9816643159,47.619047619,NA,NA,NA,NA,NA
U_C4-A10_SL_1_0_C3,C4-A10,SL,1,0,C3,NA,NA,NA,NA,NA,0.24229640772784733,0.3026414924970839,63.4868421053,51.8038852914,41.049382716
U_C4-A10_SL_3_0_D6,C4-A10,SL,3,0,D6,NA,NA,NA,NA,NA,0.18669851879614,0.2547890915940659,56.592039801,48.8565488565,36.4285714286
U_C4-A10_SL_3_0_D7,C4-A10,SL,3,0,D7,0.36786539309782457,0.4089099844480263,66.7994687915,54.7646383467,33.7121212121,0.2823320102077848,0.3388858588281742,65.6957928803,57.1026722925,44.0366972477
U_C4-A10_SL_3_0_D4,C4-A10,SL,3,0,D4,0.39521663243466265,0.45073247695687857,65.0847457627,54.3540669856,38.4615384615,0.4039857095014622,0.44524614651970507,66.0714285714,57.6165803109,40.7894736842
U_C4-A10_SL_3_0_D5,C4-A10,SL,3,0,D5,0.2729213623045095,0.33123384152220003,61.5292712067,57.1725571726,47.7192982456,0.2937416618384731,0.36909691748096707,58.0459770115,55.3319919517,43.1893687708
U_C4-A10_SL_3_0_D2,C4-A10,SL,3,0,D2,0.2840514976839321,0.3509335357345836,59.2711682744,53.7830446673,44.126984127,NA,NA,NA,NA,NA
U_C4-A10_SL_3_0_D3,C4-A10,SL,3,0,D3,0.2977064189719272,0.35369133211995507,63.137254902,57.8521939954,49.0421455939,0.32178706836006465,0.375438879831665,65.191740413,62.6684636119,58.5152838428
U_C4-A10_SL_3_0_D1,C4-A10,SL,3,0,D1,0.22638840995385814,0.28574387898669196,58.0498866213,50.6666666667,39.9361022364,0.18660032822039777,0.2380051805715227,58.2766439909,52.6213592233,39.2282958199
U_C4-A10_SL_1_0_C8,C4-A10,SL,1,0,C8,0.32902742838563187,0.40375824794369514,55.235042735,59.7249508841,46.2025316456,0.21786062664588268,0.2890668466923866,56.0758082497,52.6061776062,38.1097560976
H_C4-A10_SL_4_2_D10,C4-A10,SL,4,2,D10,0.3229678491900163,0.39499111206320114,56.0770156438,59.5394736842,48.0427046263,0.2583678899595464,0.33433989119987956,57.8657865787,51.5858208955,39.4495412844
U_C1-A10_SL_4_0_D11,C1-A10,SL,4,0,D11,0.36395194935767433,0.40763581246427055,66.5618448637,55.6663644606,43.1677018634,0.3533354077808572,0.40731258233446394,65.8392434988,55.5555555556,37.2093023256
U_C1-A10_SL_4_0_D12,C1-A10,SL,4,0,D12,NA,NA,NA,NA,NA,0.3786358275737433,0.4392597089360335,64.8681055156,58.4375,41.8367346939
U_C4-A10_RX_3_0_D11,C4-A10,RX,3,0,D11,0.2718564161904423,0.33141932420136566,60.3112840467,60.4240282686,45.7692307692,0.20052326374375956,0.2619700864820305,56.5476190476,51.539225422,37.2093023256
U_C4-A10_RX_3_0_D10,C4-A10,RX,3,0,D10,0.26558329820975024,0.31599703572239257,62.4161073826,58.1943081452,47.385620915,0.29188831150304173,0.35340440182010024,62.323943662,56.3971340839,42.8571428571
H_C4-A10_RX_2_3_E11,C4-A10,RX,2,3,E11,0.2880432561819905,0.32913435841334066,64.2528735632,58.0060422961,48.4949832776,0.3516674348588845,0.39259543494986693,67.2203765227,55.1330798479,39.4321766562
H_C4-A10_RX_2_3_E10,C4-A10,RX,2,3,E10,0.26477185623752403,0.31565611774688046,62.3391812865,58.3761562179,47.7815699659,0.28925745178432555,0.34900751802641344,62.441314554,56.4994882293,43.1893687708
H_C4-A10_RX_4_2_H12,C4-A10,RX,4,2,H12,0.2949652447522206,0.33485608083881746,63.8888888889,59.0425531915,49.4736842105,NA,NA,NA,NA,NA
U_C1-A10_SL_3_0_C10,C1-A10,SL,3,0,C10,0.30446659258952186,0.35029903118559347,67.1052631579,57.0881226054,46.9453376206,0.2802739395897834,0.33509151042702995,62.6623376623,54.2279411765,31.914893617
U_C1-A10_SL_3_0_C11,C1-A10,SL,3,0,C11,0.3516387933064148,0.38005488295562306,67.9911699779,57.6107899807,42.8125,0.23489844850190178,0.2597155671054745,68.8581314879,52.2200772201,36.1111111111
U_C1-A10_SL_3_0_C12,C1-A10,SL,3,0,C12,0.4264768103576574,0.5078746301597034,65.2125279642,56.7804878049,45.4838709677,0.4028978884213557,0.4631900195582493,63.963963964,59.0347923681,45.0184501845
U_C1-A10_RX_2_0_A3,C1-A10,RX,2,0,A3,0.3699400996055786,0.42713779324833073,64.0740740741,53.6891679749,38.5026737968,0.37080276375810345,0.40940183441322836,65.0,58.2417582418,54.8780487805
U_C1-A10_SL_3_0_C1,C1-A10,SL,3,0,C1,0.3200794452179582,0.4007414185102575,59.1991341991,52.0295202952,44.1640378549,0.33278999809599497,0.408410442489671,59.6432552954,52.1904761905,37.5
U_C4-A10_SL_2_0_D6,C4-A10,SL,2,0,D6,0.2571161542698288,0.31042676042288136,66.6666666667,56.711409396,41.8079096045,0.3940628201144459,0.43563438656902664,66.139657444,60.6595995289,53.2319391635
U_C1-A10_SL_1_0_A2,C1-A10,SL,1,0,A2,0.30905532584625434,0.36306968006938156,63.4819532909,56.8265682657,46.1059190031,0.3025087732156589,0.34981716359622994,65.6427758817,55.9880239521,41.065830721
H_C4-A10_RX_2_3_A09,C4-A10,RX,2,3,A09,0.2955463705718122,0.3453266394614367,63.0409356725,57.4036511156,50.8532423208,0.28310653565641103,0.3432076430576846,61.9718309859,53.7840565086,36.0544217687
U_C1-A10_RX_2_0_D4,C1-A10,RX,2,0,D4,0.3109513158767702,0.3488936499943527,67.1826625387,57.0383912249,47.8787878788,0.2822818233271284,0.341297185535574,66.9117647059,57.1428571429,44.2567567568
U_C1-A10_RX_2_0_D1,C1-A10,RX,2,0,D1,0.4770112404112492,0.5063238954956784,67.2975814932,54.1441441441,42.9447852761,0.44709083253176035,0.4783511123838177,68.4994272623,54.1947926712,38.5852090032
H_C4-A10_RX_4_1_A03,C4-A10,RX,4,1,A03,0.2596878429712143,0.31049874011030626,62.1412803532,56.9644572526,47.4193548387,0.2882673453488593,0.3487861817642475,62.6436781609,57.4468085106,43.9739413681
U_C1-A10_RX_2_0_D3,C1-A10,RX,2,0,D3,0.4819199055357518,0.5047745965192583,70.6914344685,57.1820677036,44.2477876106,0.4490997428243301,0.49349507940368254,69.7488584475,56.8250758342,40.8496732026
U_C1-A10_RX_2_0_D2,C1-A10,RX,2,0,D2,0.3340407842493464,0.3876618440919332,64.7474747475,53.7597234226,44.5103857567,0.30061911641858585,0.35445751460158065,64.5061728395,55.6291390728,45.3333333333
U_C4-A10_SL_1_0_B5,C4-A10,SL,1,0,B5,0.18529353992777237,0.2560735422734405,53.207150368,50.0884955752,39.3939393939,0.2160684587636736,0.2858100345576179,57.8397212544,49.8527968597,31.0810810811
U_C1-A10_SL_3_0_H11,C1-A10,SL,3,0,H11,0.3968843241980875,0.48192965741908556,65.188172043,54.2141230068,44.2307692308,0.39426358393543415,0.45604721073456483,64.0,56.6666666667,43.9102564103
H_C4-A10_RX_1_3_E01,C4-A10,RX,1,3,E01,0.2648098163620844,0.3148221358038274,62.1428571429,57.5257731959,47.9166666667,0.2884262153681174,0.34972019075888733,62.6826029216,58.0493537015,46.5384615385
U_C1-A10_SL_1_0_C1,C1-A10,SL,1,0,C1,0.3596291140801652,0.3911604490196813,66.6666666667,56.1643835616,43.9024390244,0.2843204229344465,0.3239749751487265,64.7058823529,62.7534685165,54.7297297297
U_C1-A10_SL_1_0_C2,C1-A10,SL,1,0,C2,0.35491512224672284,0.38658252509457103,66.8810289389,55.7116104869,43.2601880878,0.29005818379758275,0.32811003769203073,64.4444444444,62.3435722412,55.59566787
U_C1-A10_SL_1_0_C3,C1-A10,SL,1,0,C3,0.32699639930819624,0.3651169166726415,67.7559912854,60.297029703,50.7886435331,0.2860968112768261,0.3424023818174543,64.3518518519,56.4307078764,43.729903537
H_C4-A10_RX_1_3_E05,C4-A10,RX,1,3,E05,0.31964886997344194,0.3599436739248386,66.5517241379,56.5476190476,41.638225256,0.29449793095359944,0.3431899302810962,65.0326797386,54.469273743,38.8198757764
H_C4-A10_RX_2_1_E12,C4-A10,RX,2,1,E12,0.2687847069007036,0.3073282176421479,67.297979798,60.7390300231,52.0599250936,0.3399687816859296,0.37694063732191685,66.3366336634,58.2929194956,43.0379746835
H_C4-A10_RX_4_3_C05,C4-A10,RX,4,3,C05,0.25925816054340645,0.31201395442525665,62.0474406991,58.5152838428,47.6363636364,0.2964009511267505,0.35708937093900717,62.5441696113,57.3208722741,43.4343434343
U_C4-A10_SL_4_0_B11,C4-A10,SL,4,0,B11,0.38102290534810973,0.4265331888229232,65.8227848101,53.0575539568,34.7432024169,0.3070043903002546,0.3654376058101599,64.4675925926,62.6834381551,56.9965870307
U_C4-A10_RX_4_0_C12,C4-A10,RX,4,0,C12,0.408914824626995,0.447036952220343,69.0322580645,56.3197026022,34.6031746032,0.4316066654344651,0.4744955844528027,69.1954022989,55.1826258638,37.003058104
U_C4-A10_RX_4_0_C11,C4-A10,RX,4,0,C11,0.23810756366788594,0.28105921547920715,63.7188208617,57.2580645161,45.7912457912,0.2634294516410795,0.32399563307325546,62.9885057471,53.7313432836,44.966442953
U_C4-A10_RX_4_0_C10,C4-A10,RX,4,0,C10,0.43734102799923447,0.4991168060417572,63.0121816168,55.2480916031,41.2903225806,0.41499262487428523,0.46789597913400094,67.4444444444,55.6829035339,39.7476340694
U_C4-A10_SL_4_0_D1,C4-A10,SL,4,0,D1,0.1798159796574812,0.22574239584154673,56.7085953878,54.6195652174,40.1869158879,0.2109984978238278,0.27508386213203007,58.1223628692,51.7889087657,39.9408284024
U_C1-A10_SL_4_0_E9,C1-A10,SL,4,0,E9,0.28838266862094125,0.33651122376048853,65.8280922432,53.5842293907,39.8791540785,0.3077775804631144,0.34947778542721697,68.8564476886,54.0206185567,38.1944444444
U_C4-A10_SL_2_0_C4,C4-A10,SL,2,0,C4,NA,NA,NA,NA,NA,0.32740423229361887,0.3795975157791123,63.2478632479,56.5217391304,42.6470588235
U_C4-A10_SL_2_0_C5,C4-A10,SL,2,0,C5,0.38691438329966427,0.4309419253899309,66.6666666667,55.2291421857,33.9768339768,NA,NA,NA,NA,NA
U_C4-A10_SL_2_0_C6,C4-A10,SL,2,0,C6,0.26900350471182577,0.3351218030409554,59.1911764706,53.2224532225,45.652173913,0.32934401118392065,0.37856839236243583,63.7785800241,54.4132917965,37.1621621622
U_C4-A10_SL_2_0_C7,C4-A10,SL,2,0,C7,0.2665388180984454,0.3324397241126696,59.1635916359,52.5388601036,45.2554744526,NA,NA,NA,NA,NA
U_C4-A10_SL_2_0_C1,C4-A10,SL,2,0,C1,0.3678385909791256,0.41572082033605207,66.3409337676,54.1743970315,33.4375,0.331291379095976,0.3901211577603893,66.5389527458,56.3817980022,39.6428571429
U_C4-A10_SL_2_0_C2,C4-A10,SL,2,0,C2,0.28884636856141216,0.335010167712758,65.3198653199,58.6413586414,43.8943894389,0.24005634878937596,0.28129627144245256,67.680608365,55.5555555556,40.9090909091
U_C4-A10_SL_2_0_C3,C4-A10,SL,2,0,C3,0.41868841777407434,0.45250933627762085,64.3410852713,59.2896174863,43.1818181818,NA,NA,NA,NA,NA
H_C4-A10_SL_4_3_E06,C4-A10,SL,4,3,E06,0.29336676036327536,0.31601701354200773,69.9771689498,57.5124378109,46.2837837838,0.2673767415731982,0.2947161145189892,69.9779249448,56.7984570878,40.4255319149
U_C1-A10_SL_3_0_H10,C1-A10,SL,3,0,H10,0.3923404472051841,0.4336350255901907,67.6553672316,57.0895522388,44.6280991736,0.2407576929043291,0.2962347658302046,62.962962963,57.3818897638,43.4504792332
U_C4-A10_SL_2_0_C8,C4-A10,SL,2,0,C8,0.44519318868574714,0.4595023895869272,70.4081632653,58.4754262788,45.4545454545,0.3247583182365137,0.36520813906215455,70.2777777778,56.2277580071,40.3162055336
U_C4-A10_SL_2_0_C9,C4-A10,SL,2,0,C9,0.1520646453347392,0.2114699665975564,54.8500881834,56.4465408805,48.730964467,NA,NA,NA,NA,NA
U_C4-A10_SL_2_0_D11,C4-A10,SL,2,0,D11,0.2712585245213996,0.33800945877705213,59.1240875912,53.5123966942,45.6834532374,NA,NA,NA,NA,NA
H_C1-A10_SL_2_3_G02,C1-A10,SL,2,3,G02,0.34276949066969986,0.39948883361570114,62.6068376068,58.6108468126,50.7836990596,0.19330268717191992,0.2565588338035608,56.6782810685,54.6006066734,46.0481099656
U_C1-A10_RX_4_0_G9,C1-A10,RX,4,0,G9,0.4421452308708953,0.49087141558605046,67.4871794872,50.7705479452,40.119760479,0.5665385794973965,0.6097326590545731,69.6202531646,56.4575645756,48.1927710843
U_C4-A10_SL_2_0_D10,C4-A10,SL,2,0,D10,0.3599262730840944,0.40412546549681516,67.816091954,60.7692307692,48.7394957983,0.3174921022992671,0.3819542146865122,64.1369047619,63.7096774194,58.59030837
